Date,Time,Ax,Ay,Az,Gx,Gy,Gz
2025-02-01,18:23:00:00,-0.93,-1.07,0.58,11.21,-158.15,142.56
2025-02-01,18:23:05:00,-1.0,1.35,0.97,-209.39,86.87,91.45
2025-02-01,18:23:10:00,0.24,-0.47,0.09,-114.39,175.59,-170.97
2025-02-01,18:23:15:00,0.6,-0.31,-0.94,182.88,-153.36,-237.43
2025-02-01,18:23:20:00,2.0,-1.12,-0.9,-48.36,-74.8,-198.68
2025-02-01,18:23:25:00,-1.72,0.54,1.09,-223.83,138.25,126.75
2025-02-01,18:23:30:00,-1.59,-1.26,-1.78,-183.16,-231.13,-148.07
2025-02-01,18:23:35:00,0.66,-0.57,1.69,-127.72,-122.43,-38.28
2025-02-01,18:23:40:00,-1.3,1.55,0.19,-42.63,-221.03,242.45
2025-02-01,18:23:45:00,0.74,0.66,-0.35,135.02,157.04,-242.35
2025-02-01,18:23:50:00,-0.01,-0.95,-1.08,-20.66,209.01,223.65
2025-02-01,18:23:55:00,-0.12,-1.89,-1.81,117.16,-98.45,103.62
2025-02-01,18:24:00:00,1.59,-1.17,-1.68,103.65,-59.52,35.12
2025-02-01,18:24:05:00,0.65,-1.84,-1.13,-122.21,123.2,77.01
2025-02-01,18:24:10:00,0.95,-1.93,1.8,135.49,66.93,181.68
2025-02-01,18:24:15:00,-1.42,-0.03,-1.07,164.53,-89.92,-231.74
2025-02-01,18:24:20:00,0.89,1.95,1.93,-91.0,-245.99,-71.95
2025-02-01,18:24:25:00,0.54,1.48,-1.25,182.65,-78.63,-80.66
2025-02-01,18:24:30:00,-1.1,-1.11,1.26,-51.61,138.48,47.48
2025-02-01,18:24:35:00,-1.61,-0.8,0.48,46.93,-243.28,80.14
2025-02-01,18:24:40:00,-0.72,-0.57,-1.18,132.89,-112.72,-46.19
2025-02-01,18:24:45:00,0.55,-1.54,-1.27,-156.29,234.87,105.2
2025-02-01,18:24:50:00,1.66,-0.49,-1.94,-191.08,23.1,-63.36
2025-02-01,18:24:55:00,1.92,1.45,-1.64,-132.43,-209.36,-224.84
2025-02-01,18:25:00:00,-1.7,-1.31,-1.53,-17.07,-27.19,4.55
2025-02-01,18:25:05:00,0.02,-1.73,0.06,-110.0,127.21,140.29
2025-02-01,18:25:10:00,0.49,-0.33,0.94,-153.8,6.08,113.27
2025-02-01,18:25:15:00,1.01,1.02,-0.25,-223.03,245.96,-152.58
2025-02-01,18:25:20:00,-1.16,-1.77,1.73,194.81,-209.06,-77.55
2025-02-01,18:25:25:00,0.59,1.36,0.43,-190.06,176.38,-147.36
2025-02-01,18:25:30:00,1.01,-0.11,0.55,103.08,191.31,149.13
2025-02-01,18:25:35:00,1.02,1.47,-0.45,190.02,-242.92,-83.56
2025-02-01,18:25:40:00,-1.45,-1.37,1.58,219.29,-83.87,-192.56
2025-02-01,18:25:45:00,-0.73,0.07,-0.29,222.86,81.4,100.84
2025-02-01,18:25:50:00,-0.21,-1.32,1.23,-4.15,-96.18,158.72
2025-02-01,18:25:55:00,1.4,-1.69,1.73,-228.83,216.0,75.03
2025-02-01,18:26:00:00,-1.5,1.03,0.85,2.46,-42.76,48.0
2025-02-01,18:26:05:00,-1.1,0.21,-1.98,47.5,102.05,47.81
2025-02-01,18:26:10:00,1.22,0.1,0.41,-0.68,145.14,192.97
2025-02-01,18:26:15:00,-1.99,-0.46,-1.66,146.1,-75.48,8.12
2025-02-01,18:26:20:00,0.27,-0.8,-0.06,197.38,207.58,216.77
2025-02-01,18:26:25:00,-1.56,-1.57,0.6,-128.89,207.18,170.83
2025-02-01,18:26:30:00,-1.53,0.49,-0.47,68.11,-131.48,121.45
2025-02-01,18:26:35:00,1.25,-0.5,1.32,88.36,73.82,57.54
2025-02-01,18:26:40:00,1.91,0.79,0.89,215.25,151.33,140.36
2025-02-01,18:26:45:00,-1.96,0.91,-0.39,-22.3,63.82,-115.14
2025-02-01,18:26:50:00,0.35,1.5,0.33,59.25,-160.69,156.27
2025-02-01,18:26:55:00,-0.04,0.19,0.96,154.43,-14.09,230.37
2025-02-01,18:27:00:00,-1.85,-1.22,1.11,-91.2,-248.83,-140.5
2025-02-01,18:27:05:00,0.23,0.19,-1.31,-98.92,-94.93,-223.72
2025-02-01,18:27:10:00,0.96,-1.49,1.25,217.02,105.72,-90.23
2025-02-01,18:27:15:00,-0.61,0.39,0.61,-53.57,-100.87,90.39
2025-02-01,18:27:20:00,-0.6,0.18,1.1,-172.85,-185.44,166.4
2025-02-01,18:27:25:00,-1.58,-1.17,0.74,94.43,-26.53,-198.89
2025-02-01,18:27:30:00,-0.03,1.87,0.65,141.61,78.57,-218.66
2025-02-01,18:27:35:00,1.55,0.43,0.93,-89.06,-175.77,-219.21
2025-02-01,18:27:40:00,-0.17,-0.66,1.93,25.01,-155.42,120.58
2025-02-01,18:27:45:00,1.81,1.04,1.41,-240.57,-180.14,61.82
2025-02-01,18:27:50:00,1.58,0.52,-1.82,-13.76,-43.62,-122.37
2025-02-01,18:27:55:00,0.55,-0.92,1.54,-109.68,248.78,-0.04
2025-02-01,18:28:00:00,1.19,-1.34,-0.07,-22.85,-75.29,-219.92
2025-02-01,18:28:05:00,1.12,-1.23,-1.03,73.6,39.82,-161.04
2025-02-01,18:28:10:00,1.21,0.03,-1.74,148.51,-27.9,-7.97
2025-02-01,18:28:15:00,0.44,1.77,-0.13,113.66,247.34,73.82
2025-02-01,18:28:20:00,-1.28,1.93,-1.76,-67.06,-62.33,62.54
2025-02-01,18:28:25:00,0.01,1.14,1.18,143.76,4.58,-193.13
2025-02-01,18:28:30:00,-0.93,0.52,1.81,-151.48,-179.17,-204.43
2025-02-01,18:28:35:00,0.3,0.43,0.24,-56.95,-171.66,-175.47
2025-02-01,18:28:40:00,0.19,1.21,-1.77,161.64,-120.14,209.48
2025-02-01,18:28:45:00,0.8,1.09,1.64,116.19,152.35,225.41
2025-02-01,18:28:50:00,1.64,1.67,0.91,159.9,213.38,126.46
2025-02-01,18:28:55:00,-1.49,0.89,-1.4,116.73,-87.26,234.89
2025-02-01,18:29:00:00,-1.97,0.8,-0.46,-92.75,-32.71,-145.96
2025-02-01,18:29:05:00,1.68,0.75,1.44,-99.95,-183.74,54.1
2025-02-01,18:29:10:00,1.28,-1.62,-0.62,-47.75,-79.46,-201.59
2025-02-01,18:29:15:00,1.17,0.36,-1.08,149.48,129.24,-161.94
2025-02-01,18:29:20:00,0.43,1.91,0.23,-152.92,134.02,-153.94
2025-02-01,18:29:25:00,-1.16,-0.49,0.53,-51.2,-101.24,-142.1
2025-02-01,18:29:30:00,1.47,-0.26,-1.1,-53.94,103.43,56.16
2025-02-01,18:29:35:00,1.71,-0.78,1.16,-154.89,-36.04,201.56
2025-02-01,18:29:40:00,-1.95,-0.36,-0.5,247.82,-15.33,93.4
2025-02-01,18:29:45:00,0.59,1.5,1.38,210.82,83.89,-204.92
2025-02-01,18:29:50:00,1.46,-0.68,1.59,152.68,-159.42,140.34
2025-02-01,18:29:55:00,0.16,0.15,-1.13,-153.85,-233.8,238.63
2025-02-01,18:30:00:00,0.63,1.95,0.82,-56.57,6.53,-22.71
2025-02-01,18:30:05:00,-1.97,0.72,-0.53,-109.48,200.44,-81.67
2025-02-01,18:30:10:00,1.67,1.38,-1.9,-108.09,227.97,16.88
2025-02-01,18:30:15:00,-1.84,1.44,-1.63,-70.62,70.46,62.88
2025-02-01,18:30:20:00,-1.14,-0.41,-0.71,181.72,112.21,-139.48
2025-02-01,18:30:25:00,0.23,1.24,1.9,-137.54,-127.97,-93.65
2025-02-01,18:30:30:00,1.62,-1.48,-0.16,-164.93,8.41,-43.19
2025-02-01,18:30:35:00,1.03,-1.68,0.76,179.96,-233.07,97.74
2025-02-01,18:30:40:00,-0.21,-1.68,1.4,-146.87,-86.95,-139.34
2025-02-01,18:30:45:00,-0.13,0.06,-0.45,-208.59,40.62,161.67
2025-02-01,18:30:50:00,1.79,-1.13,-0.4,176.07,-108.58,85.46
2025-02-01,18:30:55:00,1.39,1.3,-0.51,196.53,-7.64,186.53
2025-02-01,18:31:00:00,0.36,0.43,0.29,-180.52,100.1,-68.31
2025-02-01,18:31:05:00,-0.4,-0.04,1.13,-215.73,-200.98,-77.12
2025-02-01,18:31:10:00,-0.79,-0.43,-1.45,91.91,238.63,217.81
2025-02-01,18:31:15:00,-1.93,0.6,0.64,221.49,206.0,-161.02
2025-02-01,18:31:20:00,-0.19,1.51,-0.9,134.06,146.86,-193.29
2025-02-01,18:31:25:00,-0.0,-0.1,0.02,-36.18,123.79,-179.67
2025-02-01,18:31:30:00,1.66,1.33,-0.39,-136.42,24.67,-205.22
2025-02-01,18:31:35:00,-1.97,-1.93,1.81,-171.31,120.09,76.09
2025-02-01,18:31:40:00,1.06,1.61,1.13,-191.6,144.9,201.47
2025-02-01,18:31:45:00,-1.71,-1.12,1.96,-113.11,8.75,134.91
2025-02-01,18:31:50:00,-1.42,-1.38,0.22,61.79,-80.04,-22.68
2025-02-01,18:31:55:00,-1.49,0.26,-1.14,96.04,-117.4,-131.26
2025-02-01,18:32:00:00,-0.87,-1.66,1.34,-232.02,-246.31,73.96
2025-02-01,18:32:05:00,-1.61,-0.72,1.08,94.39,109.48,245.93
2025-02-01,18:32:10:00,0.28,-0.78,-1.17,124.38,-44.66,-70.02
2025-02-01,18:32:15:00,1.75,1.7,1.74,-54.32,-72.15,-195.06
2025-02-01,18:32:20:00,1.65,-1.19,1.3,-205.65,-162.39,-19.45
2025-02-01,18:32:25:00,-1.27,-1.07,1.68,-137.95,89.57,-30.27
2025-02-01,18:32:30:00,1.68,-1.65,-1.29,181.85,114.09,-98.48
2025-02-01,18:32:35:00,-1.76,0.26,-1.86,117.53,-62.5,-46.42
2025-02-01,18:32:40:00,1.85,-0.93,-1.82,72.11,130.29,-207.46
2025-02-01,18:32:45:00,-1.87,-0.62,1.41,-49.05,91.73,-247.4
2025-02-01,18:32:50:00,-0.14,-1.18,0.3,127.79,-81.99,220.23
2025-02-01,18:32:55:00,-1.1,-1.29,-1.17,-184.25,41.41,-110.33
2025-02-01,18:33:00:00,0.06,-0.09,-0.08,-143.66,-132.28,193.77
2025-02-01,18:33:05:00,-0.78,-0.02,0.64,211.23,-53.56,27.12
2025-02-01,18:33:10:00,1.04,-1.87,-1.12,-65.89,191.55,2.59
2025-02-01,18:33:15:00,0.06,0.67,1.74,145.12,-225.08,106.06
2025-02-01,18:33:20:00,1.66,0.74,-1.06,-59.33,-180.86,-55.28
2025-02-01,18:33:25:00,1.71,1.41,0.72,-3.95,-195.43,-80.82
2025-02-01,18:33:30:00,-1.73,1.96,0.15,2.55,-161.0,-117.11
2025-02-01,18:33:35:00,0.59,-1.01,-0.06,-139.22,24.59,-44.73
2025-02-01,18:33:40:00,-0.33,1.51,-1.79,15.34,126.94,139.22
2025-02-01,18:33:45:00,-1.94,0.06,-0.7,157.22,235.0,-219.84
2025-02-01,18:33:50:00,0.11,1.55,0.42,75.64,220.75,-172.63
2025-02-01,18:33:55:00,0.31,1.57,-1.42,-187.04,-125.43,-222.35
2025-02-01,18:34:00:00,0.25,0.69,-0.24,-25.95,93.05,29.48
2025-02-01,18:34:05:00,0.31,0.98,-1.9,128.69,-91.7,-237.69
2025-02-01,18:34:10:00,1.6,-0.77,1.5,-26.87,-184.65,119.65
2025-02-01,18:34:15:00,-1.63,-1.4,1.85,110.97,-99.52,171.81
2025-02-01,18:34:20:00,-1.39,-0.61,1.52,37.34,-17.12,-110.39
2025-02-01,18:34:25:00,-1.34,1.69,-0.51,19.37,-130.23,-227.13
2025-02-01,18:34:30:00,0.14,-0.34,0.06,46.72,224.75,-94.57
2025-02-01,18:34:35:00,0.54,-0.28,0.56,223.23,52.31,207.63
2025-02-01,18:34:40:00,-0.77,-1.98,1.23,152.23,-226.37,229.91
2025-02-01,18:34:45:00,-0.64,-0.63,-1.19,4.12,-205.11,191.46
2025-02-01,18:34:50:00,1.08,0.11,1.17,61.12,-82.11,-34.98
2025-02-01,18:34:55:00,1.89,1.25,0.27,223.52,-85.99,-123.47
2025-02-01,18:35:00:00,-0.38,0.62,0.13,-36.84,138.16,-123.7
2025-02-01,18:35:05:00,-1.63,0.64,-1.04,187.3,56.0,-229.1
2025-02-01,18:35:10:00,-0.84,0.0,-0.63,-12.12,-147.16,199.89
2025-02-01,18:35:15:00,-0.42,-0.4,-1.38,-217.48,-231.36,-191.59
2025-02-01,18:35:20:00,1.68,0.87,-1.31,77.55,-74.61,178.2
2025-02-01,18:35:25:00,1.56,0.01,-0.68,-241.16,141.86,71.12
2025-02-01,18:35:30:00,-1.34,0.37,1.45,155.32,23.92,24.67
2025-02-01,18:35:35:00,-0.23,-0.13,-1.39,-157.23,5.55,147.99
2025-02-01,18:35:40:00,1.99,-1.42,1.96,90.58,76.54,-168.08
2025-02-01,18:35:45:00,-0.21,1.61,-0.39,-232.26,-132.9,-70.92
2025-02-01,18:35:50:00,-1.51,-0.67,0.64,-126.59,153.05,63.53
2025-02-01,18:35:55:00,1.63,-1.12,1.73,-174.03,81.01,-82.34
2025-02-01,18:36:00:00,0.96,-1.81,1.71,-146.27,-42.07,94.56
2025-02-01,18:36:05:00,0.67,-1.34,1.8,79.02,-225.2,233.84
2025-02-01,18:36:10:00,-1.84,1.11,0.09,-183.72,-10.89,-104.39
2025-02-01,18:36:15:00,0.95,-1.04,-1.87,225.65,193.04,-124.03
2025-02-01,18:36:20:00,0.25,0.36,0.66,218.23,216.05,-147.11
2025-02-01,18:36:25:00,-0.68,1.31,0.89,-114.74,-199.78,-3.95
2025-02-01,18:36:30:00,-1.47,-1.83,1.84,212.18,64.63,65.17
2025-02-01,18:36:35:00,-1.35,0.6,0.26,-48.89,95.07,70.94
2025-02-01,18:36:40:00,-1.52,0.84,1.39,57.36,-88.55,65.82
2025-02-01,18:36:45:00,0.01,1.92,-0.16,-162.47,-111.91,159.25
2025-02-01,18:36:50:00,-0.53,0.79,1.71,29.73,27.94,93.18
2025-02-01,18:36:55:00,0.96,-0.34,-1.87,78.15,-11.9,145.77
2025-02-01,18:37:00:00,1.6,-0.76,1.64,21.81,116.11,-22.73
2025-02-01,18:37:05:00,-0.35,1.64,-0.8,-56.89,-49.58,-82.7
2025-02-01,18:37:10:00,0.47,-0.02,0.57,-4.76,112.77,236.59
2025-02-01,18:37:15:00,1.55,-1.66,-1.57,236.83,-102.28,-179.65
2025-02-01,18:37:20:00,0.55,1.76,1.71,-107.16,-167.6,-41.3
2025-02-01,18:37:25:00,1.79,0.8,-1.79,241.95,-116.6,-130.6
2025-02-01,18:37:30:00,1.41,-1.61,-0.49,149.78,-98.55,23.86
2025-02-01,18:37:35:00,-0.98,-0.22,0.98,-197.14,89.42,-101.66
2025-02-01,18:37:40:00,1.13,-1.65,0.9,-28.0,73.71,-74.68
2025-02-01,18:37:45:00,-1.34,1.04,-1.58,141.01,200.87,144.74
2025-02-01,18:37:50:00,-1.34,-1.06,-0.5,-189.47,-226.51,-161.69
2025-02-01,18:37:55:00,0.83,-1.56,0.69,233.12,-128.89,53.14
2025-02-01,18:38:00:00,1.66,-0.88,1.69,-217.32,0.96,94.16
2025-02-01,18:38:05:00,-0.62,1.1,-1.29,-208.59,226.3,-63.36
2025-02-01,18:38:10:00,-0.98,-0.21,0.01,-68.66,191.23,-123.69
2025-02-01,18:38:15:00,1.6,1.0,-1.61,-10.81,-213.23,-235.51
2025-02-01,18:38:20:00,-0.01,0.41,1.91,108.29,-56.79,10.54
2025-02-01,18:38:25:00,1.51,1.59,-0.53,-218.19,-88.93,23.06
2025-02-01,18:38:30:00,0.26,-0.5,-0.76,129.01,172.27,-121.34
2025-02-01,18:38:35:00,-1.56,-0.06,-0.39,9.47,25.97,194.45
2025-02-01,18:38:40:00,-1.74,1.93,-0.89,240.43,10.11,109.0
2025-02-01,18:38:45:00,1.66,-0.19,-1.59,225.13,-232.37,177.61
2025-02-01,18:38:50:00,1.4,-1.71,-1.7,30.23,62.45,235.13
2025-02-01,18:38:55:00,0.24,1.05,0.69,29.9,160.08,199.63
2025-02-01,18:39:00:00,-1.93,0.9,1.33,42.17,-160.88,-107.94
2025-02-01,18:39:05:00,0.39,0.23,1.01,237.6,-52.57,133.64
2025-02-01,18:39:10:00,0.4,-0.1,-0.86,162.6,191.38,189.31
2025-02-01,18:39:15:00,1.41,1.97,-0.19,219.49,49.29,-69.14
2025-02-01,18:39:20:00,-0.81,1.76,-1.75,-35.06,175.19,164.99
2025-02-01,18:39:25:00,1.69,-0.66,-0.58,172.13,-225.78,-63.24
2025-02-01,18:39:30:00,0.5,-0.74,-1.68,-108.45,169.38,38.1
2025-02-01,18:39:35:00,-1.19,0.11,0.23,-3.34,11.05,-69.45
2025-02-01,18:39:40:00,0.67,1.57,-1.44,127.79,229.69,-108.37
2025-02-01,18:39:45:00,1.47,-1.98,1.32,242.4,-57.45,17.2
2025-02-01,18:39:50:00,-1.42,1.05,-1.59,111.14,106.22,150.4
2025-02-01,18:39:55:00,-0.05,1.12,0.79,130.72,108.07,-207.78
